Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T04:00+02:00;2024-08-04T05:00+02:00;2024-08-04;04:00;05:00;Totalt i retning Haugesund S X E134;24;100,0;1;1;0;0;100,00;24;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T04:00+02:00;2024-08-04T05:00+02:00;2024-08-04;04:00;05:00;Totalt i retning Våga/Hordaland gr.;30;100,0;1;1;0;0;100,00;29;1;1;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T04:00+02:00;2024-08-04T05:00+02:00;2024-08-04;04:00;05:00;Totalt;54;100,0;1;1;0;0;100,00;53;1;1;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T05:00+02:00;2024-08-04T06:00+02:00;2024-08-04;05:00;06:00;1;12;100,0;1;1;0;0;100,00;11;1;0;0;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T05:00+02:00;2024-08-04T06:00+02:00;2024-08-04;05:00;06:00;2;14;100,0;1;1;0;0;100,00;11;3;1;0;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T05:00+02:00;2024-08-04T06:00+02:00;2024-08-04;05:00;06:00;Totalt i retning Haugesund S X E134;14;100,0;1;1;0;0;100,00;11;3;1;0;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T05:00+02:00;2024-08-04T06:00+02:00;2024-08-04;05:00;06:00;Totalt i retning Våga/Hordaland gr.;12;100,0;1;1;0;0;100,00;11;1;0;0;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T05:00+02:00;2024-08-04T06:00+02:00;2024-08-04;05:00;06:00;Totalt;26;100,0;1;1;0;0;100,00;22;4;1;0;3;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T06:00+02:00;2024-08-04T07:00+02:00;2024-08-04;06:00;07:00;1;31;100,0;1;1;0;1;96,77;30;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T06:00+02:00;2024-08-04T07:00+02:00;2024-08-04;06:00;07:00;2;48;100,0;1;1;0;0;100,00;48;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T06:00+02:00;2024-08-04T07:00+02:00;2024-08-04;06:00;07:00;Totalt i retning Haugesund S X E134;48;100,0;1;1;0;0;100,00;48;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T06:00+02:00;2024-08-04T07:00+02:00;2024-08-04;06:00;07:00;Totalt i retning Våga/Hordaland gr.;31;100,0;1;1;0;1;96,77;30;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T06:00+02:00;2024-08-04T07:00+02:00;2024-08-04;06:00;07:00;Totalt;79;100,0;1;1;0;1;98,73;78;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T07:00+02:00;2024-08-04T08:00+02:00;2024-08-04;07:00;08:00;1;68;100,0;1;1;0;2;97,06;62;4;4;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T07:00+02:00;2024-08-04T08:00+02:00;2024-08-04;07:00;08:00;2;76;100,0;1;1;0;1;98,68;73;2;2;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T07:00+02:00;2024-08-04T08:00+02:00;2024-08-04;07:00;08:00;Totalt i retning Haugesund S X E134;76;100,0;1;1;0;1;98,68;73;2;2;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T07:00+02:00;2024-08-04T08:00+02:00;2024-08-04;07:00;08:00;Totalt i retning Våga/Hordaland gr.;68;100,0;1;1;0;2;97,06;62;4;4;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T07:00+02:00;2024-08-04T08:00+02:00;2024-08-04;07:00;08:00;Totalt;144;100,0;1;1;0;3;97,92;135;6;6;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T08:00+02:00;2024-08-04T09:00+02:00;2024-08-04;08:00;09:00;1;71;100,0;1;1;0;0;100,00;67;4;3;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T08:00+02:00;2024-08-04T09:00+02:00;2024-08-04;08:00;09:00;2;69;100,0;1;1;0;0;100,00;63;6;3;2;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T08:00+02:00;2024-08-04T09:00+02:00;2024-08-04;08:00;09:00;Totalt i retning Haugesund S X E134;69;100,0;1;1;0;0;100,00;63;6;3;2;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T08:00+02:00;2024-08-04T09:00+02:00;2024-08-04;08:00;09:00;Totalt i retning Våga/Hordaland gr.;71;100,0;1;1;0;0;100,00;67;4;3;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T08:00+02:00;2024-08-04T09:00+02:00;2024-08-04;08:00;09:00;Totalt;140;100,0;1;1;0;0;100,00;130;10;6;3;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T09:00+02:00;2024-08-04T10:00+02:00;2024-08-04;09:00;10:00;1;103;100,0;1;1;0;0;100,00;92;11;6;2;1;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T09:00+02:00;2024-08-04T10:00+02:00;2024-08-04;09:00;10:00;2;119;100,0;1;1;0;0;100,00;112;7;5;1;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T09:00+02:00;2024-08-04T10:00+02:00;2024-08-04;09:00;10:00;Totalt i retning Haugesund S X E134;119;100,0;1;1;0;0;100,00;112;7;5;1;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T09:00+02:00;2024-08-04T10:00+02:00;2024-08-04;09:00;10:00;Totalt i retning Våga/Hordaland gr.;103;100,0;1;1;0;0;100,00;92;11;6;2;1;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T09:00+02:00;2024-08-04T10:00+02:00;2024-08-04;09:00;10:00;Totalt;222;100,0;1;1;0;0;100,00;204;18;11;3;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T10:00+02:00;2024-08-04T11:00+02:00;2024-08-04;10:00;11:00;1;180;100,0;1;1;0;0;100,00;162;18;13;1;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T10:00+02:00;2024-08-04T11:00+02:00;2024-08-04;10:00;11:00;2;237;100,0;1;1;0;3;98,73;213;21;15;3;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T10:00+02:00;2024-08-04T11:00+02:00;2024-08-04;10:00;11:00;Totalt i retning Haugesund S X E134;237;100,0;1;1;0;3;98,73;213;21;15;3;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T10:00+02:00;2024-08-04T11:00+02:00;2024-08-04;10:00;11:00;Totalt i retning Våga/Hordaland gr.;180;100,0;1;1;0;0;100,00;162;18;13;1;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T10:00+02:00;2024-08-04T11:00+02:00;2024-08-04;10:00;11:00;Totalt;417;100,0;1;1;0;3;99,28;375;39;28;4;4;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T11:00+02:00;2024-08-04T12:00+02:00;2024-08-04;11:00;12:00;1;280;100,0;1;1;0;1;99,64;252;27;15;8;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T11:00+02:00;2024-08-04T12:00+02:00;2024-08-04;11:00;12:00;2;306;100,0;1;1;0;2;99,35;282;22;14;5;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T11:00+02:00;2024-08-04T12:00+02:00;2024-08-04;11:00;12:00;Totalt i retning Haugesund S X E134;306;100,0;1;1;0;2;99,35;282;22;14;5;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T11:00+02:00;2024-08-04T12:00+02:00;2024-08-04;11:00;12:00;Totalt i retning Våga/Hordaland gr.;280;100,0;1;1;0;1;99,64;252;27;15;8;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T11:00+02:00;2024-08-04T12:00+02:00;2024-08-04;11:00;12:00;Totalt;586;100,0;1;1;0;3;99,49;534;49;29;13;4;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T12:00+02:00;2024-08-04T13:00+02:00;2024-08-04;12:00;13:00;1;363;100,0;1;1;0;1;99,72;330;32;13;14;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T12:00+02:00;2024-08-04T13:00+02:00;2024-08-04;12:00;13:00;2;382;100,0;1;1;0;4;98,95;353;25;15;5;2;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T12:00+02:00;2024-08-04T13:00+02:00;2024-08-04;12:00;13:00;Totalt i retning Haugesund S X E134;382;100,0;1;1;0;4;98,95;353;25;15;5;2;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T12:00+02:00;2024-08-04T13:00+02:00;2024-08-04;12:00;13:00;Totalt i retning Våga/Hordaland gr.;363;100,0;1;1;0;1;99,72;330;32;13;14;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T12:00+02:00;2024-08-04T13:00+02:00;2024-08-04;12:00;13:00;Totalt;745;100,0;1;1;0;5;99,33;683;57;28;19;6;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T13:00+02:00;2024-08-04T14:00+02:00;2024-08-04;13:00;14:00;1;398;100,0;1;1;0;6;98,49;356;36;17;15;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T13:00+02:00;2024-08-04T14:00+02:00;2024-08-04;13:00;14:00;2;474;100,0;1;1;0;1;99,79;457;16;6;5;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T13:00+02:00;2024-08-04T14:00+02:00;2024-08-04;13:00;14:00;Totalt i retning Haugesund S X E134;474;100,0;1;1;0;1;99,79;457;16;6;5;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T13:00+02:00;2024-08-04T14:00+02:00;2024-08-04;13:00;14:00;Totalt i retning Våga/Hordaland gr.;398;100,0;1;1;0;6;98,49;356;36;17;15;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T13:00+02:00;2024-08-04T14:00+02:00;2024-08-04;13:00;14:00;Totalt;872;100,0;1;1;0;7;99,20;813;52;23;20;6;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T14:00+02:00;2024-08-04T15:00+02:00;2024-08-04;14:00;15:00;1;490;100,0;1;1;0;5;98,98;456;29;18;9;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T14:00+02:00;2024-08-04T15:00+02:00;2024-08-04;14:00;15:00;2;527;100,0;1;1;0;9;98,29;495;23;11;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T14:00+02:00;2024-08-04T15:00+02:00;2024-08-04;14:00;15:00;Totalt i retning Haugesund S X E134;527;100,0;1;1;0;9;98,29;495;23;11;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T14:00+02:00;2024-08-04T15:00+02:00;2024-08-04;14:00;15:00;Totalt i retning Våga/Hordaland gr.;490;100,0;1;1;0;5;98,98;456;29;18;9;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T14:00+02:00;2024-08-04T15:00+02:00;2024-08-04;14:00;15:00;Totalt;1017;100,0;1;1;0;14;98,62;951;52;29;18;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T15:00+02:00;2024-08-04T16:00+02:00;2024-08-04;15:00;16:00;1;496;100,0;1;1;0;9;98,19;468;19;15;2;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T15:00+02:00;2024-08-04T16:00+02:00;2024-08-04;15:00;16:00;2;543;100,0;1;1;0;8;98,53;512;23;14;7;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T15:00+02:00;2024-08-04T16:00+02:00;2024-08-04;15:00;16:00;Totalt i retning Haugesund S X E134;543;100,0;1;1;0;8;98,53;512;23;14;7;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T15:00+02:00;2024-08-04T16:00+02:00;2024-08-04;15:00;16:00;Totalt i retning Våga/Hordaland gr.;496;100,0;1;1;0;9;98,19;468;19;15;2;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T15:00+02:00;2024-08-04T16:00+02:00;2024-08-04;15:00;16:00;Totalt;1039;100,0;1;1;0;17;98,36;980;42;29;9;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T16:00+02:00;2024-08-04T17:00+02:00;2024-08-04;16:00;17:00;1;474;100,0;1;1;0;11;97,68;438;25;12;9;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T16:00+02:00;2024-08-04T17:00+02:00;2024-08-04;16:00;17:00;2;534;100,0;1;1;0;8;98,50;503;23;11;7;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T16:00+02:00;2024-08-04T17:00+02:00;2024-08-04;16:00;17:00;Totalt i retning Haugesund S X E134;534;100,0;1;1;0;8;98,50;503;23;11;7;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T16:00+02:00;2024-08-04T17:00+02:00;2024-08-04;16:00;17:00;Totalt i retning Våga/Hordaland gr.;474;100,0;1;1;0;11;97,68;438;25;12;9;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T16:00+02:00;2024-08-04T17:00+02:00;2024-08-04;16:00;17:00;Totalt;1008;100,0;1;1;0;19;98,12;941;48;23;16;6;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T17:00+02:00;2024-08-04T18:00+02:00;2024-08-04;17:00;18:00;1;514;100,0;1;1;0;11;97,86;472;31;17;9;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T17:00+02:00;2024-08-04T18:00+02:00;2024-08-04;17:00;18:00;2;551;100,0;1;1;0;16;97,10;511;24;9;7;4;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T17:00+02:00;2024-08-04T18:00+02:00;2024-08-04;17:00;18:00;Totalt i retning Haugesund S X E134;550;100,0;1;1;0;15;97,27;511;24;9;7;4;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T17:00+02:00;2024-08-04T18:00+02:00;2024-08-04;17:00;18:00;Totalt i retning Våga/Hordaland gr.;515;100,0;1;1;0;12;97,67;472;31;17;9;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T17:00+02:00;2024-08-04T18:00+02:00;2024-08-04;17:00;18:00;Totalt;1065;100,0;1;1;0;27;97,46;983;55;26;16;7;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T18:00+02:00;2024-08-04T19:00+02:00;2024-08-04;18:00;19:00;1;487;100,0;1;1;0;10;97,95;447;30;17;8;5;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T18:00+02:00;2024-08-04T19:00+02:00;2024-08-04;18:00;19:00;2;555;100,0;1;1;0;17;96,94;512;26;10;12;1;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T18:00+02:00;2024-08-04T19:00+02:00;2024-08-04;18:00;19:00;Totalt i retning Haugesund S X E134;555;100,0;1;1;0;17;96,94;512;26;10;12;1;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T18:00+02:00;2024-08-04T19:00+02:00;2024-08-04;18:00;19:00;Totalt i retning Våga/Hordaland gr.;487;100,0;1;1;0;10;97,95;447;30;17;8;5;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T18:00+02:00;2024-08-04T19:00+02:00;2024-08-04;18:00;19:00;Totalt;1042;100,0;1;1;0;27;97,41;959;56;27;20;6;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T19:00+02:00;2024-08-04T20:00+02:00;2024-08-04;19:00;20:00;1;428;100,0;1;1;0;7;98,36;389;32;22;8;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T19:00+02:00;2024-08-04T20:00+02:00;2024-08-04;19:00;20:00;2;464;100,0;1;1;0;11;97,63;431;22;10;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T19:00+02:00;2024-08-04T20:00+02:00;2024-08-04;19:00;20:00;Totalt i retning Haugesund S X E134;464;100,0;1;1;0;11;97,63;431;22;10;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T19:00+02:00;2024-08-04T20:00+02:00;2024-08-04;19:00;20:00;Totalt i retning Våga/Hordaland gr.;428;100,0;1;1;0;7;98,36;389;32;22;8;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T19:00+02:00;2024-08-04T20:00+02:00;2024-08-04;19:00;20:00;Totalt;892;100,0;1;1;0;18;97,98;820;54;32;17;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T20:00+02:00;2024-08-04T21:00+02:00;2024-08-04;20:00;21:00;1;347;100,0;1;1;0;4;98,85;317;26;13;8;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T20:00+02:00;2024-08-04T21:00+02:00;2024-08-04;20:00;21:00;2;356;100,0;1;1;0;9;97,47;328;19;10;7;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T20:00+02:00;2024-08-04T21:00+02:00;2024-08-04;20:00;21:00;Totalt i retning Haugesund S X E134;356;100,0;1;1;0;9;97,47;328;19;10;7;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T20:00+02:00;2024-08-04T21:00+02:00;2024-08-04;20:00;21:00;Totalt i retning Våga/Hordaland gr.;347;100,0;1;1;0;4;98,85;317;26;13;8;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T20:00+02:00;2024-08-04T21:00+02:00;2024-08-04;20:00;21:00;Totalt;703;100,0;1;1;0;13;98,15;645;45;23;15;4;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T21:00+02:00;2024-08-04T22:00+02:00;2024-08-04;21:00;22:00;1;288;100,0;1;1;0;11;96,18;263;14;10;2;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T21:00+02:00;2024-08-04T22:00+02:00;2024-08-04;21:00;22:00;2;324;100,0;1;1;0;7;97,84;308;9;3;4;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T21:00+02:00;2024-08-04T22:00+02:00;2024-08-04;21:00;22:00;Totalt i retning Haugesund S X E134;324;100,0;1;1;0;7;97,84;308;9;3;4;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T21:00+02:00;2024-08-04T22:00+02:00;2024-08-04;21:00;22:00;Totalt i retning Våga/Hordaland gr.;288;100,0;1;1;0;11;96,18;263;14;10;2;2;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T21:00+02:00;2024-08-04T22:00+02:00;2024-08-04;21:00;22:00;Totalt;612;100,0;1;1;0;18;97,06;571;23;13;6;4;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T22:00+02:00;2024-08-04T23:00+02:00;2024-08-04;22:00;23:00;1;224;100,0;1;1;0;6;97,32;206;12;8;1;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T22:00+02:00;2024-08-04T23:00+02:00;2024-08-04;22:00;23:00;2;223;100,0;1;1;0;3;98,65;211;9;2;5;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T22:00+02:00;2024-08-04T23:00+02:00;2024-08-04;22:00;23:00;Totalt i retning Haugesund S X E134;223;100,0;1;1;0;3;98,65;211;9;2;5;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T22:00+02:00;2024-08-04T23:00+02:00;2024-08-04;22:00;23:00;Totalt i retning Våga/Hordaland gr.;224;100,0;1;1;0;6;97,32;206;12;8;1;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T22:00+02:00;2024-08-04T23:00+02:00;2024-08-04;22:00;23:00;Totalt;447;100,0;1;1;0;9;97,99;417;21;10;6;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T23:00+02:00;2024-08-05T00:00+02:00;2024-08-04;23:00;00:00;1;119;100,0;1;1;0;4;96,64;105;10;3;5;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T23:00+02:00;2024-08-05T00:00+02:00;2024-08-04;23:00;00:00;2;114;100,0;1;1;0;2;98,25;105;7;2;1;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T23:00+02:00;2024-08-05T00:00+02:00;2024-08-04;23:00;00:00;Totalt i retning Haugesund S X E134;114;100,0;1;1;0;2;98,25;105;7;2;1;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T23:00+02:00;2024-08-05T00:00+02:00;2024-08-04;23:00;00:00;Totalt i retning Våga/Hordaland gr.;119;100,0;1;1;0;4;96,64;105;10;3;5;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-04T23:00+02:00;2024-08-05T00:00+02:00;2024-08-04;23:00;00:00;Totalt;233;100,0;1;1;0;6;97,42;210;17;5;6;4;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T00:00+02:00;2024-08-05T01:00+02:00;2024-08-05;00:00;01:00;1;55;100,0;1;1;0;2;96,36;53;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T00:00+02:00;2024-08-05T01:00+02:00;2024-08-05;00:00;01:00;2;43;100,0;1;1;0;1;97,67;39;3;0;2;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T00:00+02:00;2024-08-05T01:00+02:00;2024-08-05;00:00;01:00;Totalt i retning Haugesund S X E134;43;100,0;1;1;0;1;97,67;39;3;0;2;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T00:00+02:00;2024-08-05T01:00+02:00;2024-08-05;00:00;01:00;Totalt i retning Våga/Hordaland gr.;55;100,0;1;1;0;2;96,36;53;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T00:00+02:00;2024-08-05T01:00+02:00;2024-08-05;00:00;01:00;Totalt;98;100,0;1;1;0;3;96,94;92;3;0;2;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T01:00+02:00;2024-08-05T02:00+02:00;2024-08-05;01:00;02:00;1;23;100,0;1;1;0;0;100,00;21;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T01:00+02:00;2024-08-05T02:00+02:00;2024-08-05;01:00;02:00;2;21;100,0;1;1;0;1;95,24;17;3;2;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T01:00+02:00;2024-08-05T02:00+02:00;2024-08-05;01:00;02:00;Totalt i retning Haugesund S X E134;21;100,0;1;1;0;1;95,24;17;3;2;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T01:00+02:00;2024-08-05T02:00+02:00;2024-08-05;01:00;02:00;Totalt i retning Våga/Hordaland gr.;23;100,0;1;1;0;0;100,00;21;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T01:00+02:00;2024-08-05T02:00+02:00;2024-08-05;01:00;02:00;Totalt;44;100,0;1;1;0;1;97,73;38;5;3;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T02:00+02:00;2024-08-05T03:00+02:00;2024-08-05;02:00;03:00;1;16;100,0;1;1;0;0;100,00;13;3;2;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T02:00+02:00;2024-08-05T03:00+02:00;2024-08-05;02:00;03:00;2;7;100,0;1;1;0;0;100,00;7;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T02:00+02:00;2024-08-05T03:00+02:00;2024-08-05;02:00;03:00;Totalt i retning Haugesund S X E134;7;100,0;1;1;0;0;100,00;7;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T02:00+02:00;2024-08-05T03:00+02:00;2024-08-05;02:00;03:00;Totalt i retning Våga/Hordaland gr.;16;100,0;1;1;0;0;100,00;13;3;2;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T02:00+02:00;2024-08-05T03:00+02:00;2024-08-05;02:00;03:00;Totalt;23;100,0;1;1;0;0;100,00;20;3;2;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T03:00+02:00;2024-08-05T04:00+02:00;2024-08-05;03:00;04:00;1;5;100,0;1;1;0;0;100,00;3;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T03:00+02:00;2024-08-05T04:00+02:00;2024-08-05;03:00;04:00;2;12;100,0;1;1;0;0;100,00;10;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T03:00+02:00;2024-08-05T04:00+02:00;2024-08-05;03:00;04:00;Totalt i retning Haugesund S X E134;12;100,0;1;1;0;0;100,00;10;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T03:00+02:00;2024-08-05T04:00+02:00;2024-08-05;03:00;04:00;Totalt i retning Våga/Hordaland gr.;5;100,0;1;1;0;0;100,00;3;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T03:00+02:00;2024-08-05T04:00+02:00;2024-08-05;03:00;04:00;Totalt;17;100,0;1;1;0;0;100,00;13;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-05T04:00+02:00;2024-08-05T05:00+02:00;2024-08-05;04:00;05:00;1;16;100,0;1;1;0;0;100,00;12;4;2;2;0;0;0;0
